x,y,class
1.6389650756585943,1.5007007744874095,0
0.6775703440607823,2.200600200468808,0
2.3198512493668564,2.0857142924176757,0
0.2486442192121967,1.0160789483651058,0
2.135296722852786,2.6778567664387505,0
2.634196371323894,2.168466617753637,0
2.7470946483953242,0.8338144037375261,0
3.7749664270175645,3.212678897776591,0
2.7200138136554277,3.0342611462507016,0
3.492523767316894,2.080220065981602,0
0.8435990833318137,0.617822782845278,0
2.653892952375031,1.229144766161574,0
2.415987973965261,2.526910563675127,0
2.808940668467609,3.1846386868132814,0
2.6660152388621277,2.374321489068851,0
1.5949541195612613,3.447232304070199,0
2.5405444039815888,1.4828334750256884,0
1.8980770353505112,0.677233385379489,0
2.798953882740025,0.8392837588602493,0
3.0518122413635593,3.248673477232683,0
1.274785041283176,1.4461533224731467,0
2.250706198246897,1.9496025026576083,0
3.640359707909478,2.9205154995147686,0
1.8703637645097597,2.9274859907286754,0
2.583937909710122,0.8208977543473879,0
1.9118761897529672,1.5267939093366507,0
2.280393504225104,2.892069793065972,0
0.6414881626707816,1.5727682817869804,0
2.8813898823374693,2.5721775064862547,0
1.2253448894985302,2.20089001662089,0
2.5078065511449763,2.3221475744811593,0
3.5562175046247524,2.360010880544081,0
0.61821198229037,1.9744520108611934,0
1.560596145672163,2.5641290435641872,0
2.0093738926876856,1.3642541380825612,0
0.9180039415806696,2.4560405080466388,0
1.2487044320791898,2.8133480878931962,0
3.857814559394015,4.679717063769239,0
2.07411870281372,1.7751113523478523,0
2.9143172937497144,0.9267483791488214,0
2.011685149608698,2.3687977211204445,0
0.9792413222889351,0.46097110401528774,0
2.9510545206949765,2.44929747711044,0
1.0428629565620888,1.3716140662217735,0
2.202152077819598,2.7154195109329544,0
1.431605880861015,2.4002508713939044,0
2.7718268874021326,2.4441647408043643,0
3.0713330957095066,1.6078181475773878,0
1.613024681396446,1.8740799535763355,0
2.112865183334052,1.8782780499589051,0
3.43606967977157,3.0154243570062107,0
2.6979381121686936,1.8956608429470747,0
1.9376520951629468,2.3417029519774855,0
0.279226186875716,0.45380399970755514,0
1.8141777767625618,1.7397318609963945,0
3.674961554223919,3.6484476787747018,0
0.716218051873158,3.1794601643584444,0
2.0158158110301296,2.317363153363742,0
2.614400293184822,1.4457222555652898,0
0.6343198942621737,1.386252926948948,0
1.769639966053024,0.8602525112582853,0
1.4860700218411917,0.08421895904891086,0
0.3965390354728695,2.5869946612828483,0
3.140978485735844,2.5746807561330725,0
2.1654372133704047,1.6619615592542054,0
3.3086324366197966,3.377195411425824,0
2.683185787303768,3.1567782179389496,0
2.0212775411927577,3.5712119462102976,0
2.839348006863818,2.517286490658143,0
1.9109055815588163,0.6800412651248611,0
1.1494425411484628,2.456585295430891,0
3.2998043880214505,3.4844382465537542,0
1.3840234622857257,2.165846334063036,0
3.7314590453917775,2.4110024323075008,0
1.3994930082681512,1.6964776815013374,0
1.6098427233856094,1.9562909328825853,0
2.4727918355079113,2.7050455326689145,0
2.1033675019865896,1.3890160839602215,0
0.1472754151592548,0.6211083360710425,0
2.7034222878778227,3.3599758965116524,0
2.450556785148681,3.237641388891133,0
1.4069679550431027,0.5862856366913924,0
0.9593013352066475,1.372082262143146,0
0.3396785266786979,2.2364715093326457,0
2.5893804244240335,1.8356442600665437,0
3.1782472355712477,2.362436950605809,0
1.896196051619498,2.237348026436142,0
1.3467871142687693,2.173970363304793,0
1.2619729927578156,2.7155070699151325,0
0.8691149575744024,3.5892841241640214,0
1.8867349607252129,1.0295774043089305,0
2.6861839004215082,3.1686563156646934,0
1.8365242018465693,2.5505246959386616,0
1.6265786514211436,1.553749738764271,0
3.490768483955249,1.975921259269384,0
1.9584938944978951,2.8148926888213675,0
2.437458768147912,1.1917199894359238,0
1.657362228897549,2.0426796086263854,0
2.688580440101201,2.842305546046729,0
2.52107492001934,1.3781046221887165,0
1.4097547936012924,1.970539319969527,0
0.5351490837924411,1.5889511358273443,0
3.6620091906240537,2.7241841507089304,0
1.2970733992962897,1.8108593502084986,0
-0.3724101258287966,3.480321364825925,0
0.9378114948699463,2.073377135050545,0
0.8481146119068339,1.4995058632126321,0
1.8935465646438365,2.652515785137104,0
2.7876955718447003,2.5508769651046914,0
2.379400092797786,2.4612742321841083,0
0.9290794764693386,-0.9381857161224092,0
2.2120391771245522,0.5993233059349004,0
1.8642296861453547,2.9531802831127205,0
2.4832042594722337,1.4054594815429273,0
2.2796723091730327,2.9592700581077085,0
2.524286762352526,2.740745351934501,0
2.2863338027490085,1.6347334551431913,0
-0.17366955680823137,0.4602494655097804,0
3.660597768946503,3.8470520837159303,0
2.146907222972007,2.9993405577682313,0
2.7437113132421707,2.6289748717752714,0
1.129790590729884,1.9955457849000056,0
3.2067377985019636,2.872236562661015,0
2.737979321160549,2.084650088586837,0
0.2685809232171359,0.6735626341780918,0
2.633026562150939,3.5508885092057154,0
-0.35407380768708796,0.6783914528640593,0
3.557930024696399,3.073695951830147,0
1.2566574932760384,0.5489880276572576,0
1.2283240738176155,2.0029581272469525,0
2.8325080139594094,2.772982657897609,0
5.319213677623777,4.294826036289486,0
2.8426220262757758,1.594838844310926,0
1.3013610303506402,-0.12878034760999268,0
2.3157194156318255,2.446459992917917,0
1.469751793462511,0.033889642283071675,0
0.9875541113627848,0.9977871723823721,0
2.6189596887100857,3.081063162973357,0
2.1277176853431756,1.5275008081843808,0
2.132206419592403,1.746892822730643,0
1.570625757981727,2.232756432502774,0
1.2453768958022362,0.007561396975387158,0
1.128782810188874,-0.8233049893336277,0
1.837291144974362,2.425608351458939,0
2.0680036641949218,1.4453041443743277,0
2.426739623231602,1.9337386885727688,0
2.085603803098416,2.9352059001194406,0
2.037270317240149,1.3443607219794953,0
1.0672738941951838,1.3745734150717932,0
0.9812263343496093,1.6108551762732215,0
2.9980212591675577,2.437840218970588,0
1.047639621160866,1.658009886594331,0
1.9594376196981487,2.0767650030069307,0
1.1892954371415416,0.5977240483057116,0
1.627296095779756,1.425103443345862,0
1.6391290259275408,2.737905877914731,0
0.8784136550770452,1.6919232910776838,0
0.8589202680857655,0.8799241097185246,0
1.5645447809690092,1.2542780243755534,0
1.7843352308767106,1.654192176509026,0
1.618420517533263,2.2135775429701767,0
1.662406259739317,3.7547935354247777,0
3.478330915421309,2.2641423026335765,0
0.6012152161684869,1.392877910131423,0
1.1453236287953974,1.7736691380596776,0
2.4592332021427215,1.5619788306568896,0
2.272932182637633,1.5957704711255212,0
1.2290502298797872,1.0819928483776486,0
2.8755944640016535,2.55420862234866,0
1.9242531469776443,1.3605285941736696,0
2.590220144324263,2.8339073558161756,0
2.041324314027444,1.534381138656314,0
2.2919061701422274,2.5239561074998638,0
3.9578097137474204,2.550345939370865,0
2.728914522662661,2.5154673709508137,0
0.9930680414885753,2.4684242584381275,0
1.3372142434885752,1.1772757135251481,0
2.5177332014462794,1.5152038368084704,0
2.160362165533195,1.8717035266130566,0
2.134133000250635,1.3069020566983118,0
0.7838632687989593,2.316602181801537,0
1.8933331904335349,2.295044912532476,0
1.6029280068518976,1.2017075349660615,0
1.7996340175641794,1.8122264183459742,0
2.3019149092418925,1.528905125386426,0
1.7297744208178474,2.227772712063297,0
0.26363735806748845,1.2229081841526956,0
0.5189630742560094,-0.24838448863203988,0
1.1528771654853003,1.336219171223652,0
0.5077241732293931,-0.30057411212575813,0
3.02691677016323,2.427524124719208,0
4.102225163081824,3.576470141401062,0
2.582231276509893,2.7326250629861004,0
0.7659452234738975,2.642116062689784,0
1.4653606395997714,0.8884569839373684,0
2.5320903427670727,3.024009514273578,0
2.227626113272499,4.0590848791268535,0
1.2131627192651329,0.7439870671604281,0
2.806681835210285,4.1605542093756975,0
1.4802862597475746,2.7181025717210368,0
3.680502368489355,3.0811273455355823,0
1.9719685259518651,2.018949119716607,0
2.0783431654934965,2.7011930978409953,0
2.995776155955224,2.8533966709339302,0
1.638601509943824,2.1530403440025734,0
1.9460444837829898,0.8214023919451205,0
2.6897434332134917,3.967420255112001,0
2.0864508918704243,1.3379643553138705,0
0.5988256669206482,0.7145003012135069,0
0.944939439284219,1.0124579206943278,0
-0.662330474965469,1.0930103674777358,0
1.7298238017372607,2.701394752691616,0
0.7567722539015826,2.1254038114339315,0
2.492622499570743,3.178673959569182,0
1.9627472496123057,0.20400776318919123,0
4.044348020092802,2.0051158423327013,0
1.8745420346841544,2.5920842904801167,0
0.6618732371202509,0.735968017540026,0
1.2796282936444539,-0.10047316457043731,0
3.5029463142901793,3.4473986153935603,0
1.6837369385497314,1.6510421904556383,0
3.835017399244376,3.7458973597315874,0
2.794867451484181,3.4645400003142193,0
2.1524564990609876,1.2125767127336324,0
2.9746285655224503,1.915415043633499,0
1.5767105302742237,2.531852850775462,0
2.6016405395396554,3.1056870550574995,0
2.8556529841919396,2.0627801519295956,0
2.6103121719065268,1.5750698494871527,0
3.0784133095126913,1.8805354169238429,0
0.2808663474547848,0.3161298994265138,0
2.4989901102304395,2.7129700209646614,0
2.2077637443564306,1.9867941448232078,0
1.089362180580284,1.846869890627589,0
2.747336590889855,2.171518350245175,0
3.3891623394551402,1.087241174719555,0
2.6287568177288114,3.995631085173336,0
0.6999341914808752,0.450898151924497,0
1.3450619459931321,1.6563121005366683,0
-1.2261764510638944,-0.10660153962931718,0
2.5885501041134766,1.6330096635130507,0
3.2894915052254783,3.4929551410927013,0
3.366145814386337,1.9438921047886626,0
3.1007225449594005,2.0191745413450053,0
0.09807260577001897,0.9797123627194695,0
1.2669324404704392,2.7468765793604653,0
2.3636391807934847,1.502354979465221,0
0.41148083412641534,0.9503908778110743,0
2.99345085866623,2.8031121805826213,0
3.449707516930727,2.066907785966391,0
0.24319839518776387,2.152615035657895,0
2.9297104294912586,3.4926796661818296,0
2.8070356855254226,2.3199103017607263,0
2.945023572278323,2.0810328025985068,0
2.373454095772322,1.542503979361284,0
1.790896572972326,1.740658463523189,0
2.6607169097917844,1.7531532477501863,0
2.12180301153385,2.8771942373596064,0
2.054970612724306,1.0774153679257548,0
1.538282138395921,2.28966926176771,0
3.1740672864730426,3.7174274788529775,0
2.2885496741016595,2.859148342694819,0
3.5634428695691627,1.7585607689046434,0
3.3854506236133846,3.433535570274766,0
2.2272320281269535,1.3229154030225447,0
2.277722739168107,0.6162026768991473,0
2.662734884186765,1.4517186844243084,0
2.540807292802435,2.5882059641188486,0
2.937417604206475,2.5528620599766496,0
1.4169707983362614,0.8400789288131127,0
1.8411228285381243,0.7114159738805061,0
0.8203918125652845,2.261960433223185,0
4.538954553969561,3.742059298499084,0
1.6017635710672242,1.3987181850242316,0
1.9805708385085945,1.376585651792774,0
2.002849662036213,1.8471724266441334,0
0.8614606468682346,1.115881490169448,0
1.9135660013188553,1.5016890351963879,0
2.638558470999997,2.206000283180376,0
1.86888666453333,1.447902183713067,0
0.7113472132269867,2.786748011872426,0
1.4085956430478899,1.0825721108800488,0
1.1637559145372562,0.7556805415157049,0
4.2691107789990745,3.26102446808167,0
3.7959100708237363,3.4443965867824278,0
1.1458305595876723,2.8222678718629552,0
1.826422853532137,1.6073223247232729,0
2.3872813511584443,0.17614604215055918,0
1.4105192102330537,2.1813844041200205,0
2.7086162289281397,3.8523702721350688,0
1.9144974689704688,1.4992095550696676,0
0.3166483999956362,2.5873412578000323,0
1.718388909878035,1.966609496178371,0
2.8227403932395188,1.9728960237747268,0
1.7089500021550217,0.8528661762461547,0
2.176850543897301,1.6991930971321842,0
1.4183602503599069,1.7520223556468553,0
1.3564722502589426,0.8464558514041955,0
2.723100407699895,1.7443366919175873,0
2.196119003433693,2.5734194964785453,0
1.8055112896982983,0.8833459655206728,0
0.5690802525046821,1.9247181113096332,0
0.7035569647180813,2.5803527772761474,0
3.2924484552534174,2.047793751942,0
2.7923947660322934,4.288439077521477,0
1.4610950536885354,1.4055103827780804,0
